5,0,15130,60,4.565284421368221e-05
6,0,14440,60,1e-05
7,0,13480,60,0.0025125935259963372
8,0,12470,60,0.02199239210343927
9,0,18010,60,0.012329374369666798
10,0,17810,60,0.16138337700500036
11,0,15680,60,0.6068641929962566
12,0,13280,60,0.8082550561510988
13,0,16710,60,0.12286855392431394
14,0,16400,60,0.16316825999774343
15,0,16000,60,0.2623488911858992
16,0,16250,60,0.5797114004644488
17,0,16430,60,1.0223307847814125
18,0,12380,60,2.6694697336878717
19,0,9580,60,9.829706021554511
5,0,13350,60,0.0003260182969684333
6,0,13600,60,0.00021593883277928883
7,0,10990,60,1e-05
8,0,17680,60,0.00348170727104504
9,0,17210,60,0.0039175154893895565
10,0,16410,60,0.023280753172127883
11,0,21340,60,0.13442546385619555
12,0,19110,60,0.1380232114543713
13,0,15480,60,0.27234246288100833
14,0,17220,60,0.5276751577814267
15,0,17160,60,0.7667650409533809
16,0,14530,60,1.576877572888349
17,0,10500,60,4.574447540536609
18,0,9410,60,6.970704964483921
19,0,10190,60,7.551630212617696
