xo,yo,vxo,vyo,xg,yg,thetag,vxg,vyg,omegag
4.478669042410418,7.922786629877509,0.14776542827414438,-0.6213849743426642,3.9978873977763727,8.032142757150515,-0.0013166472424400088,0.30322825194787023,-0.7759144288213446,-0.3159953381856021
2.736710621470988,5.804027791215404,-1.4547747528280506,0.2664684916174509,6.744809055607453,1.7900836189740243,-1.127101501534035,-2.635602902197264,-2.5075123530795773,0.19428570052101363
8.16055442499301,2.5839582881531307,-0.5190616339427176,0.1367188105358106,4.946827832951155,3.8850724779305468,-0.06800480022869304,2.6983904372686673,1.6576345170121654,0.06627654564543456
9.327749078649324,1.3868503866681303,-0.9433127047698697,0.5085066305961226,9.373755520448743,9.315348719673748,-1.2314977437837256,2.167684808694366,2.6570319960859408,-0.19580396351258308
8.828282871600985,5.198206435775262,0.5726919670849666,1.9305378582013413,1.783804517191263,7.544463982848195,-1.3360206531130878,0.3580918802718145,1.0746827659156288,-0.17207199346403532
1.575672833025129,8.29284233736151,1.7450638009488788,1.312782975308954,6.000256825340196,4.110631374202889,-1.5591780363144543,1.4191528088180778,0.7309040745643856,0.12734999883000114
7.93431878390942,8.242177508416372,-0.03373489518118955,1.6558014197197686,0.3367003589716999,1.1819378386518942,-1.289282839155305,2.6464061687677125,-1.7117354298874032,-0.21699394248312381
8.06805921505608,2.4662197056604986,-0.3545041544490397,0.02025060528434164,2.380901632358329,3.5465419168847667,-1.5680431448893524,-0.9078305688826243,-1.088757323747736,-0.007523908740677654
5.0560858279501595,2.194675708179472,-0.2514679354409166,0.4084325457832545,4.606987816201839,4.6292959571413475,1.254406271059644,1.8183993027406986,-1.8122845016996072,-0.10115317393861781
8.514845199252404,4.086626655903541,2.520875317709308,-0.007424819696659313,2.8404883675167025,4.012743249942431,0.6250851333943896,0.6450117243522575,-2.5907467855977897,-0.18538733433931062
3.242843735061436,0.6723607411575871,2.406184134698435,-0.2684215804276544,7.874885679797325,4.88671858136774,0.2756513863765526,-0.38374689926644123,0.3961301625606417,0.1542034145760603
8.064571505097465,0.09938343849938391,0.14083312583179283,-1.7979799231406537,7.9321917710791485,0.20920136568770964,-0.001290235026977623,0.3772261563473402,-1.8416773979423953,-0.30965640647462955
8.067512885580463,0.062059885079497334,0.14159183149675406,-1.7858767899065213,7.940048207845958,0.17101080809913682,-0.00812480006563994,0.37720302506963277,-1.8275950443502178,-0.33995480775026904
6.65953252324182,2.0703757702241488,0.1910841861892834,0.1220696146246048,6.936563805877915,2.189116703587662,0.0011047062235735184,-2.9197179570540053,2.219893621867912,0.26512949365764443
6.689787519388455,2.2159050217063774,0.1910841861892834,1.6753196146246048,6.469862723215557,2.4902274833809654,0.041422896746215,-2.988256084099099,1.6003732953750849,0.24469077398807876
8.087806584893833,0.4316586482871454,-0.1652835728528281,-0.1267603382000655,8.317628560857175,0.5519938492130585,-0.00066181239366933,-1.4327476368125358,2.3536878840188,-0.15883497448063924
8.0809197693583,0.43574415502880726,-0.1652835728528281,0.2819896617999345,8.25797578339623,0.6498280864177719,-0.007303636214708964,-1.4303648696103126,2.34338809206729,-0.15986915125211562
8.074032953822766,0.45686091177047317,-0.1652835728528281,0.6907396617999345,8.19848619386054,0.7472336781657294,-0.013988550734560113,-1.425190795430133,2.333113479003182,-0.160903328023592
8.067146138287232,0.4950089185121378,-0.1652835728528281,1.0994896617999346,8.139276505629864,0.8442121062990893,-0.02071655595322278,-1.4172075898176058,2.322882981301323,-0.16193750479506838
8.060259322751698,0.5501881752537994,-0.1652835728528281,1.5082396617999345,8.080464171761955,0.9407656499513788,-0.027487651870696964,-1.4063975602937915,2.3127158965895114,-0.16297168156654476
8.053372507216164,0.622398681995465,-0.1652835728528281,1.9169896617999345,8.022167379380866,1.0368974006273977,-0.03430183848698267,-1.3927431512836304,2.3026318850313148,-0.16400585833802114
8.051995144109057,0.6388845333437967,-0.1652835728528281,1.9987396617999345,8.010580337685807,1.0560734657434754,-0.035669846694097194,-1.3896694089857833,2.300626807193879,-0.16421269369231642
